Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,is_exited,,,,,,,,,,,
Ezra Liang,Vice President,Finance,Research & Development,Male,Asian,52,26-05-1997,"$2,16,999",37%,United States,Miami,,NO,,,,,,,,,,,
Grayson Yee,Manager,Human Resources,Corporate,Male,Asian,48,16-07-2015,"$1,10,565",9%,China,Beijing,,NO,,,,,,,,,,,
Eli Richardson,IT Coordinator,IT,Speciality Products,Male,Caucasian,38,19-04-2015,"$48,762.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Audrey Lee,Development Engineer,Engineering,Speciality Products,Female,Asian,51,02-11-2017,"$87,036.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Jameson Allen,Director,Marketing,Speciality Products,Male,Caucasian,32,28-11-2016,"$1,77,443",16%,United States,Seattle,,NO,,,,,,,,,,,
Eliza Chen,Enterprise Architect,IT,Research & Development,Female,Asian,36,29-04-2016,"$75,862.00",0%,United States,Austin,,NO,,,,,,,,,,,
Lyla Chen,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,45,26-04-2019,"$90,870.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Emily Doan,Engineering Manager,Engineering,Corporate,Female,Asian,32,12-04-2014,"$99,202.00",11%,United States,Phoenix,,NO,,,,,,,,,,,
Jack Mai,Sr. Analyst,Marketing,Corporate,Male,Asian,45,22-09-2007,"$92,293.00",0%,China,Chengdu,,NO,,,,,,,,,,,
Grayson Turner,Solutions Architect,IT,Corporate,Male,Caucasian,54,30-06-1992,"$63,196.00",0%,United States,Chicago,26-10-2014, YES,,,,,,,,,,,
Ivy Tang,Development Engineer,Engineering,Speciality Products,Female,Asian,48,05-03-2012,"$65,340.00",0%,China,Shanghai,05-09-2018, YES,,,,,,,,,,,
Robert Zhang,Vice President,Marketing,Corporate,Male,Asian,45,24-09-2015,"$2,02,680",32%,United States,Phoenix,17-08-2022, YES,,,,,,,,,,,
Eva Alvarado,Computer Systems Manager,IT,Manufacturing,Female,Latino,46,24-04-2017,"$77,461.00",9%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Abigail Vang,Operations Engineer,Engineering,Research & Development,Female,Asian,40,09-09-2016,"$1,09,680",0%,China,Chengdu,,NO,,,,,,,,,,,
Claire Adams,Director,Sales,Manufacturing,Female,Black,61,19-08-1997,"$1,59,567",28%,United States,Phoenix,,NO,,,,,,,,,,,
Theodore Marquez,Development Engineer,Engineering,Speciality Products,Male,Latino,54,24-11-2012,"$94,407.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Hunter Nunez,Vice President,Human Resources,Corporate,Male,Latino,62,16-08-2002,"$2,34,594",33%,United States,Seattle,,NO,,,,,,,,,,,
Charles Henderson,Systems Analyst,IT,Speciality Products,Male,Caucasian,48,02-11-2002,"$43,080.00",0%,United States,Austin,,NO,,,,,,,,,,,
Camila Cortez,Manager,Marketing,Manufacturing,Female,Latino,29,05-09-2021,"$1,29,541",8%,United States,Phoenix,24-05-2021, YES,,,,,,,,,,,
Aaron Garza,Director,Sales,Research & Development,Male,Latino,39,27-12-2013,"$1,65,756",28%,United States,Columbus,06-09-2020, YES,,,,,,,,,,,
Jose Singh,Sr. Manger,Finance,Speciality Products,Male,Asian,44,04-06-2010,"$1,42,878",12%,United States,Columbus,,NO,,,,,,,,,,,
Gabriel Joseph,Director,Engineering,Manufacturing,Male,Caucasian,52,28-10-2006,"$1,87,992",28%,United States,Miami,,NO,,,,,,,,,,,
Natalia Santos,Vice President,Human Resources,Speciality Products,Female,Latino,45,25-02-2019,"$2,49,801",39%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Dylan Wilson,Network Administrator,IT,Research & Development,Male,Caucasian,48,27-09-2006,"$76,505.00",0%,United States,Seattle,04-08-2007, YES,,,,,,,,,,,
Robert Alvarez,Service Desk Analyst,IT,Corporate,Male,Latino,39,21-10-2016,"$84,297.00",0%,Brazil,Manaus,,NO,,,,,,,,,,,
Samantha Chavez,Sr. Analyst,Sales,Speciality Products,Female,Latino,53,01-09-2017,"$75,769.00",0%,Brazil,Manaus,17-07-2020, YES,,,,,,,,,,,
Samuel Bailey,Vice President,Accounting,Speciality Products,Male,Caucasian,41,17-08-2013,"$2,35,619",30%,United States,Seattle,,NO,,,,,,,,,,,
Ezekiel Delgado,Director,Engineering,Speciality Products,Male,Latino,40,02-07-2020,"$1,87,187",18%,Brazil,Manaus,,NO,,,,,,,,,,,
Benjamin Ramirez,Network Engineer,IT,Research & Development,Male,Latino,48,27-07-2005,"$68,987.00",0%,United States,Chicago,22-04-2006, YES,,,,,,,,,,,
Anthony Carter,Director,Engineering,Speciality Products,Male,Caucasian,41,15-03-2007,"$1,55,926",24%,United States,Columbus,30-05-2008, YES,,,,,,,,,,,
Ethan Tang,Sr. Analyst,Accounting,Speciality Products,Male,Asian,54,05-04-2016,"$93,668.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Sebastian Rogers,HRIS Analyst,Human Resources,Research & Development,Male,Caucasian,38,29-11-2019,"$69,647.00",0%,United States,Miami,20-04-2022, YES,,,,,,,,,,,
Miles Thao,System Administrator,IT,Corporate,Male,Asian,57,26-06-2003,"$63,318.00",0%,United States,Columbus,,NO,,,,,,,,,,,
William Cao,Sr. Analyst,Marketing,Manufacturing,Male,Asian,63,02-12-2017,"$77,629.00",0%,China,Beijing,,NO,,,,,,,,,,,
Leo Hsu,Sr. Manger,Human Resources,Manufacturing,Male,Asian,62,22-11-2017,"$1,38,808",15%,China,Chongqing,,NO,,,,,,,,,,,
Avery Grant,Enterprise Architect,IT,Research & Development,Female,Caucasian,49,03-05-2014,"$88,777.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Penelope Fong,Director,Accounting,Corporate,Female,Asian,60,14-05-2004,"$1,86,378",26%,China,Chongqing,,NO,,,,,,,,,,,
Vivian Thao,Quality Engineer,Engineering,Research & Development,Female,Asian,45,23-04-2015,"$60,017.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Eva Estrada,Sr. Manger,Sales,Speciality Products,Female,Latino,45,24-07-2018,"$1,48,991",12%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Emma Luna,Field Engineer,Engineering,Speciality Products,Female,Latino,52,25-03-2008,"$97,398.00",0%,Brazil,Manaus,,NO,,,,,,,,,,,
Charlotte Wu,Sr. Business Partner,Human Resources,Manufacturing,Female,Asian,63,05-02-2007,"$72,805.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Vivian Chu,Sr. Account Representative,Sales,Research & Development,Female,Asian,46,17-01-2021,"$72,131.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Jayden Williams,Manager,Human Resources,Manufacturing,Male,Caucasian,64,26-12-1992,"$1,04,668",8%,United States,Columbus,,NO,,,,,,,,,,,
Amelia Bell,Sr. Analyst,Sales,Manufacturing,Female,Caucasian,53,08-05-2017,"$89,769.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Addison Mehta,Manager,Sales,Corporate,Female,Asian,27,15-09-2018,"$1,27,616",7%,United States,Columbus,,NO,,,,,,,,,,,
Alexander Jackson,Manager,Human Resources,Corporate,Male,Caucasian,45,07-09-2012,"$1,09,883",7%,United States,Columbus,,NO,,,,,,,,,,,
Everly Lin,Business Partner,Human Resources,Manufacturing,Female,Asian,25,15-03-2021,"$47,974.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Lyla Stewart,Sr. Manger,IT,Speciality Products,Female,Caucasian,43,27-03-2015,"$1,20,321",12%,United States,Austin,,NO,,,,,,,,,,,
Brooklyn Ruiz,IT Coordinator,IT,Manufacturing,Female,Latino,61,08-10-2014,"$57,446.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Skylar Evans,Director,Accounting,Research & Development,Female,Caucasian,42,06-04-2009,"$1,74,099",26%,United States,Austin,,NO,,,,,,,,,,,
Lincoln Huynh,Sr. Manger,Finance,Manufacturing,Male,Asian,63,02-08-2002,"$1,28,703",13%,United States,Austin,,NO,,,,,,,,,,,
Hazel Griffin,Field Engineer,Engineering,Corporate,Female,Caucasian,32,11-09-2015,"$65,247.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Charles Gonzalez,Quality Engineer,Engineering,Research & Development,Male,Latino,27,28-09-2018,"$64,247.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Leah Patterson,Manager,Human Resources,Research & Development,Female,Caucasian,33,06-11-2012,"$1,18,253",8%,United States,Austin,,NO,,,,,,,,,,,
Avery Sun,Operations Engineer,Engineering,Manufacturing,Female,Asian,45,03-11-2004,"$1,09,422",0%,China,Chongqing,,NO,,,,,,,,,,,
Isaac Yoon,Manager,Human Resources,Corporate,Male,Asian,41,02-06-2019,"$1,26,950",10%,United States,Chicago,,NO,,,,,,,,,,,
Isabella Bui,Enterprise Architect,IT,Manufacturing,Female,Asian,36,21-11-2014,"$97,500.00",0%,United States,Miami,,NO,,,,,,,,,,,
Gabriel Zhou,IT Coordinator,IT,Manufacturing,Male,Asian,25,17-01-2021,"$41,844.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Jack Vu,Analyst II,Accounting,Research & Development,Male,Asian,43,02-10-2014,"$58,875.00",0%,China,Chengdu,,NO,,,,,,,,,,,
Valentina Moua,Account Representative,Sales,Manufacturing,Female,Asian,37,11-10-2015,"$64,204.00",0%,United States,Columbus,20-04-2021, YES,,,,,,,,,,,
Quinn Trinh,Analyst II,Sales,Corporate,Female,Asian,42,05-09-2010,"$67,743.00",0%,China,Beijing,25-12-2014, YES,,,,,,,,,,,
Caroline Nelson,Sr. Account Representative,Sales,Speciality Products,Female,Black,60,30-07-1997,"$71,677.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Miles Dang,IT Coordinator,IT,Speciality Products,Male,Asian,61,24-09-2000,"$40,063.00",0%,United States,Miami,,NO,,,,,,,,,,,
Leah Bryant,IT Coordinator,IT,Manufacturing,Female,Caucasian,55,30-04-2004,"$40,124.00",0%,United States,Austin,,NO,,,,,,,,,,,
Henry Jung,Automation Engineer,Engineering,Manufacturing,Male,Asian,57,26-02-2018,"$1,03,183",0%,United States,Austin,07-09-2021, YES,,,,,,,,,,,
Benjamin Mai,System Administrator,IT,Corporate,Male,Asian,54,15-06-1998,"$95,239.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Anna Han,Development Engineer,Engineering,Manufacturing,Female,Asian,29,11-09-2019,"$75,012.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Ariana Kim,Network Architect,IT,Manufacturing,Female,Asian,33,29-06-2014,"$96,366.00",0%,China,Chengdu,,NO,,,,,,,,,,,
Alice Tran,Analyst,Marketing,Corporate,Female,Asian,39,29-07-2014,"$40,897.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Hailey Song,Manager,Finance,Research & Development,Female,Asian,37,23-08-2016,"$1,24,928",6%,China,Chongqing,,NO,,,,,,,,,,,
Lydia Morales,Manager,Finance,Speciality Products,Female,Latino,51,14-06-2013,"$1,08,221",5%,Brazil,Manaus,,NO,,,,,,,,,,,
Liam Sanders,Sr. Business Partner,Human Resources,Corporate,Male,Caucasian,46,20-02-2007,"$75,579.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Luke Sanchez,Sr. Manger,Human Resources,Manufacturing,Male,Latino,41,27-12-2015,"$1,29,903",13%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Grace Sun,Director,Finance,Research & Development,Female,Asian,25,17-04-2021,"$1,86,870",20%,China,Shanghai,,NO,,,,,,,,,,,
Ezra Banks,Analyst II,Sales,Research & Development,Male,Caucasian,37,23-04-2010,"$57,531.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Jayden Kang,Analyst,Finance,Research & Development,Male,Asian,46,24-04-2011,"$55,894.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Skylar Shah,Field Engineer,Engineering,Manufacturing,Female,Asian,42,27-04-2012,"$72,903.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Sebastian Le,Analyst,Finance,Corporate,Male,Asian,37,11-09-2015,"$45,369.00",0%,China,Beijing,,NO,,,,,,,,,,,
Luca Nelson,Manager,Finance,Speciality Products,Male,Caucasian,60,15-06-2010,"$1,06,578",9%,United States,Miami,,NO,,,,,,,,,,,
Riley Ramirez,Sr. Business Partner,Human Resources,Research & Development,Female,Latino,52,13-09-1999,"$92,994.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Jaxon Fong,Sr. Analyst,Sales,Speciality Products,Male,Asian,59,13-03-1997,"$83,685.00",0%,China,Beijing,,NO,,,,,,,,,,,
Kayden Jordan,Cloud Infrastructure Architect,IT,Research & Development,Male,Caucasian,48,14-09-2010,"$99,335.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Alexander James,Sr. Manger,Human Resources,Manufacturing,Male,Caucasian,42,18-04-2013,"$1,31,179",15%,United States,Columbus,,NO,,,,,,,,,,,
Connor Luu,Computer Systems Manager,IT,Speciality Products,Male,Asian,35,05-03-2016,"$73,899.00",5%,China,Chengdu,,NO,,,,,,,,,,,
Christopher Lam,Vice President,Accounting,Manufacturing,Male,Asian,64,29-03-2013,"$2,52,325",40%,United States,Columbus,,NO,,,,,,,,,,,
Sophie Owens,Analyst II,Finance,Research & Development,Female,Caucasian,30,03-05-2015,"$52,697.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Addison Perez,Operations Engineer,Engineering,Speciality Products,Female,Latino,29,25-09-2020,"$1,23,588",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Hadley Dang,Vice President,Accounting,Corporate,Female,Asian,47,26-12-2021,"$2,43,568",33%,United States,Austin,,NO,,,,,,,,,,,
Ethan Mehta,Director,Sales,Research & Development,Male,Asian,49,20-07-2001,"$1,99,176",24%,United States,Phoenix,,NO,,,,,,,,,,,
Madison Her,Technical Architect,IT,Speciality Products,Female,Asian,56,22-06-1996,"$82,806.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Savannah Singh,Director,Marketing,Speciality Products,Female,Asian,53,20-06-1997,"$1,64,399",25%,United States,Seattle,,NO,,,,,,,,,,,
Nevaeh Hsu,Sr. Manger,Human Resources,Manufacturing,Female,Asian,32,14-04-2017,"$1,54,956",13%,United States,Phoenix,,NO,,,,,,,,,,,
Jordan Zhu,Sr. Manger,Marketing,Manufacturing,Male,Asian,32,29-01-2017,"$1,43,970",12%,United States,Seattle,12-09-2017, YES,,,,,,,,,,,
Jackson Navarro,Director,Sales,Corporate,Male,Latino,52,25-09-2020,"$1,63,143",28%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Sadie Patterson,Sr. Analyst,Accounting,Speciality Products,Female,Caucasian,38,24-07-2020,"$89,390.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Christopher Butler,Network Architect,IT,Manufacturing,Male,Caucasian,41,10-05-2017,"$67,468.00",0%,United States,Miami,,NO,,,,,,,,,,,
Penelope Rodriguez,Engineering Manager,Engineering,Manufacturing,Female,Latino,49,03-12-2016,"$1,00,810",12%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Emily Lau,Sr. Analyst,Finance,Manufacturing,Female,Asian,35,18-03-2019,"$74,779.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Sophie Oh,Network Engineer,IT,Corporate,Female,Asian,29,11-09-2017,"$63,985.00",0%,United States,Miami,,NO,,,,,,,,,,,
Chloe Allen,Solutions Architect,IT,Manufacturing,Female,Caucasian,64,07-08-2004,"$77,903.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Caleb Nelson,Director,Marketing,Corporate,Male,Caucasian,33,06-12-2017,"$1,64,396",29%,United States,Columbus,,NO,,,,,,,,,,,
Oliver Moua,IT Systems Architect,IT,Corporate,Male,Asian,29,28-06-2021,"$71,234.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Wesley Doan,Manager,Finance,Corporate,Male,Asian,63,19-04-2004,"$1,22,487",8%,China,Shanghai,,NO,,,,,,,,,,,
Nova Hsu,Manager,Human Resources,Speciality Products,Female,Asian,32,01-03-2017,"$1,01,870",10%,United States,Phoenix,,NO,,,,,,,,,,,
Levi Moreno,Systems Analyst,IT,Research & Development,Male,Latino,64,27-06-2020,"$40,316.00",0%,Brazil,Manaus,,NO,,,,,,,,,,,
Gianna Ha,Manager,IT,Research & Development,Female,Asian,55,02-08-2005,"$1,15,145",5%,China,Chongqing,,NO,,,,,,,,,,,
Lillian Gonzales,Cloud Infrastructure Architect,IT,Manufacturing,Female,Latino,43,13-03-2009,"$62,335.00",0%,Brazil,Manaus,,NO,,,,,,,,,,,
Ezra Singh,Analyst,Finance,Manufacturing,Male,Asian,56,05-10-2006,"$41,561.00",0%,United States,Austin,,NO,,,,,,,,,,,
Audrey Patel,Sr. Manger,Finance,Speciality Products,Female,Asian,37,24-04-2011,"$1,31,183",14%,China,Shanghai,16-03-2016, YES,,,,,,,,,,,
Brooklyn Cho,Technical Architect,IT,Manufacturing,Female,Asian,45,07-08-2002,"$92,655.00",0%,China,Chengdu,,NO,,,,,,,,,,,
Piper Ramos,Sr. Manger,Sales,Manufacturing,Female,Latino,49,04-02-1996,"$1,57,057",12%,United States,Miami,,NO,,,,,,,,,,,
Eleanor Williams,Enterprise Architect,IT,Speciality Products,Female,Caucasian,61,02-09-2005,"$64,462.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Melody Grant,Quality Engineer,Engineering,Corporate,Female,Caucasian,41,10-07-2005,"$79,352.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Paisley Sanders,Sr. Manger,Marketing,Speciality Products,Female,Caucasian,55,27-03-2001,"$1,57,812",11%,United States,Miami,,NO,,,,,,,,,,,
Santiago f Gray,Quality Engineer,Engineering,Corporate,Male,Caucasian,27,09-11-2018,"$80,745.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Josephine Richardson,System Administrator,IT,Manufacturing,Female,Caucasian,57,18-02-1996,"$75,354.00",0%,United States,Austin,14-12-1996, YES,,,,,,,,,,,
Jaxson Santiago,Engineering Manager,Engineering,Research & Development,Male,Latino,56,20-09-2018,"$78,938.00",14%,United States,Phoenix,,NO,,,,,,,,,,,
Lincoln Ramos,Operations Engineer,Engineering,Corporate,Male,Latino,59,09-10-2008,"$96,313.00",0%,United States,Austin,,NO,,,,,,,,,,,
Dylan Campbell,Director,Engineering,Speciality Products,Male,Caucasian,45,29-11-2010,"$1,53,767",27%,United States,Phoenix,,NO,,,,,,,,,,,
Olivia Gray,Manager,Marketing,Research & Development,Female,Black,42,19-09-2015,"$1,03,423",6%,United States,Columbus,,NO,,,,,,,,,,,
Emery Doan,Controls Engineer,Engineering,Corporate,Female,Asian,25,23-06-2021,"$86,464.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Caroline Perez,Controls Engineer,Engineering,Corporate,Female,Latino,29,14-01-2018,"$80,516.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Genesis Woods,Manager,Human Resources,Speciality Products,Female,Black,33,21-08-2013,"$1,05,390",6%,United States,Columbus,,NO,,,,,,,,,,,
Ruby Sun,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,50,09-06-2021,"$83,418.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Nevaeh James,Solutions Architect,IT,Speciality Products,Female,Caucasian,45,11-03-2017,"$66,660.00",0%,United States,Austin,,NO,,,,,,,,,,,
Parker Sandoval,Manager,Human Resources,Speciality Products,Male,Latino,59,06-10-2015,"$1,01,985",7%,United States,Miami,,NO,,,,,,,,,,,
Austin Rojas,Vice President,Finance,Corporate,Male,Latino,29,12-05-2018,"$1,99,504",30%,United States,Austin,,NO,,,,,,,,,,,
Vivian Espinoza,Sr. Manger,Sales,Corporate,Female,Latino,52,10-05-2006,"$1,47,966",11%,Brazil,Rio de Janerio,23-05-2019, YES,,,,,,,,,,,
Cooper Gupta,Business Partner,Human Resources,Speciality Products,Male,Asian,58,20-06-2014,"$41,728.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Axel Santos,Sr. Analyst,Accounting,Speciality Products,Male,Latino,62,17-02-2011,"$94,422.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Samuel Song,Director,Sales,Corporate,Male,Asian,31,29-06-2015,"$1,91,026",16%,United States,Columbus,,NO,,,,,,,,,,,
Aiden Silva,Vice President,IT,Research & Development,Male,Latino,42,29-11-2010,"$1,86,725",32%,Brazil,Manaus,,NO,,,,,,,,,,,
Eliana Allen,Business Partner,Human Resources,Research & Development,Female,Caucasian,56,20-08-2009,"$52,800.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Grayson James,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,54,12-05-2010,"$1,13,982",0%,United States,Seattle,,NO,,,,,,,,,,,
Hailey Yee,Account Representative,Sales,Research & Development,Female,Asian,54,16-03-2021,"$56,239.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Ian Vargas,Analyst,Sales,Manufacturing,Male,Latino,26,03-02-2021,"$44,732.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
John Trinh,Director,Marketing,Corporate,Male,Asian,49,26-06-2014,"$1,53,961",25%,China,Shanghai,,NO,,,,,,,,,,,
Sofia Trinh,Network Architect,IT,Speciality Products,Female,Asian,45,18-12-2006,"$68,337.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Santiago f Moua,Sr. Manger,Human Resources,Corporate,Male,Asian,45,05-07-2010,"$1,45,093",12%,United States,Chicago,,NO,,,,,,,,,,,
Layla Collins,IT Systems Architect,IT,Speciality Products,Female,Caucasian,26,03-11-2021,"$74,170.00",0%,United States,Austin,,NO,,,,,,,,,,,
Jaxon Powell,Field Engineer,Engineering,Research & Development,Male,Caucasian,59,29-03-1996,"$62,605.00",0%,United States,Austin,,NO,,,,,,,,,,,
Naomi Washington,Manager,IT,Speciality Products,Female,Caucasian,51,13-03-2020,"$1,07,195",9%,United States,Austin,,NO,,,,,,,,,,,
Ryan Holmes,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,45,01-11-2018,"$1,27,422",15%,United States,Columbus,,NO,,,,,,,,,,,
Bella Holmes,Director,Accounting,Research & Development,Female,Caucasian,35,26-06-2017,"$1,61,269",27%,United States,Miami,,NO,,,,,,,,,,,
Hailey Sanchez,Vice President,Marketing,Corporate,Female,Latino,32,02-05-2014,"$2,03,445",34%,Brazil,Manaus,,NO,,,,,,,,,,,
Sofia Yoon,Sr. Manger,Human Resources,Research & Development,Female,Asian,37,17-01-2011,"$1,31,353",11%,China,Shanghai,,NO,,,,,,,,,,,
Eli Rahman,Service Desk Analyst,IT,Manufacturing,Male,Asian,45,16-03-2010,"$88,182.00",0%,China,Chengdu,,NO,,,,,,,,,,,
Christopher Howard,Enterprise Architect,IT,Speciality Products,Male,Caucasian,61,26-08-2019,"$75,780.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Alice Mehta,Analyst II,Sales,Research & Development,Female,Asian,45,04-02-2019,"$52,621.00",0%,China,Beijing,,NO,,,,,,,,,,,
Cooper Yoon,Engineering Manager,Engineering,Research & Development,Male,Asian,60,15-02-2018,"$1,06,079",14%,United States,Austin,04-09-2021, YES,,,,,,,,,,,
John Delgado,Cloud Infrastructure Architect,IT,Corporate,Male,Latino,30,02-11-2017,"$92,058.00",0%,United States,Austin,,NO,,,,,,,,,,,
Jaxson Liang,Field Engineer,Engineering,Manufacturing,Male,Asian,64,03-03-2019,"$67,114.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Caroline Santos,Analyst II,Finance,Research & Development,Female,Latino,25,07-12-2020,"$56,565.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Lily Henderson,HRIS Analyst,Human Resources,Manufacturing,Female,Caucasian,61,20-05-2011,"$64,937.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Hannah Martinez,Manager,Marketing,Manufacturing,Female,Latino,65,09-07-2006,"$1,27,626",10%,United States,Miami,,NO,,,,,,,,,,,
William Phillips,Network Architect,IT,Corporate,Male,Black,61,27-01-2004,"$88,478.00",0%,United States,Austin,,NO,,,,,,,,,,,
Eliza Zheng,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,20-04-2014,"$91,679.00",7%,China,Chongqing,,NO,,,,,,,,,,,
John Dang,Director,Sales,Corporate,Male,Asian,58,19-03-1992,"$1,99,848",16%,China,Chongqing,,NO,,,,,,,,,,,
Joshua Yang,Network Engineer,IT,Manufacturing,Male,Asian,34,11-10-2018,"$61,944.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Hazel Young,Sr. Manger,Sales,Speciality Products,Female,Black,30,13-08-2017,"$1,54,624",15%,United States,Austin,,NO,,,,,,,,,,,
Thomas Jung,Sr. Analyst,Accounting,Research & Development,Male,Asian,50,23-10-2009,"$79,447.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Xavier Perez,Sr. Analyst,Sales,Manufacturing,Male,Latino,51,26-02-1998,"$71,111.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Elijah Coleman,Sr. Manger,Sales,Research & Development,Male,Caucasian,53,19-10-2014,"$1,59,538",11%,United States,Miami,,NO,,,,,,,,,,,
Clara Sanchez,Controls Engineer,Engineering,Corporate,Female,Latino,47,10-02-2018,"$1,11,404",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Isaac Stewart,Director,Marketing,Speciality Products,Male,Caucasian,25,15-08-2020,"$1,72,007",26%,United States,Miami,,NO,,,,,,,,,,,
Claire Romero,Vice President,Marketing,Manufacturing,Female,Latino,37,21-07-2011,"$2,19,474",36%,Brazil,Manaus,,NO,,,,,,,,,,,
Andrew Coleman,Director,Finance,Corporate,Male,Caucasian,41,15-05-2019,"$1,74,415",23%,United States,Miami,,NO,,,,,,,,,,,
Riley Rojas,Network Architect,IT,Speciality Products,Female,Latino,36,21-01-2021,"$90,333.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Landon Thao,HRIS Analyst,Human Resources,Speciality Products,Male,Asian,25,21-01-2021,"$67,299.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Hadley Ford,Systems Analyst,IT,Research & Development,Female,Caucasian,52,23-02-2005,"$45,286.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Austin Brown,Director,Marketing,Research & Development,Male,Caucasian,48,08-08-2007,"$1,94,723",25%,United States,Phoenix,,NO,,,,,,,,,,,
Christian Fong,Manager,Sales,Research & Development,Male,Asian,49,08-10-2012,"$1,09,850",7%,China,Beijing,02-04-2020, YES,,,,,,,,,,,
Hazel Alvarez,Business Partner,Human Resources,Research & Development,Female,Latino,62,19-04-2014,"$45,295.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Isabella Bailey,Network Administrator,IT,Manufacturing,Female,Caucasian,36,23-08-2010,"$61,310.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Lincoln Huynh,System Administrator,IT,Research & Development,Male,Asian,55,11-09-2016,"$87,851.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Hadley Yee,Business Partner,Human Resources,Speciality Products,Female,Asian,31,03-12-2018,"$47,913.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Julia Doan,Business Partner,Human Resources,Speciality Products,Female,Asian,53,09-07-2017,"$46,727.00",0%,United States,Columbus,31-05-2018, YES,,,,,,,,,,,
Dylan Ali,Sr. Manger,Human Resources,Speciality Products,Male,Asian,27,16-04-2021,"$1,33,400",11%,United States,Phoenix,,NO,,,,,,,,,,,
Eloise Trinh,Solutions Architect,IT,Speciality Products,Female,Asian,39,22-04-2020,"$90,535.00",0%,United States,Miami,,NO,,,,,,,,,,,
